Page Name,Page category,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Total Non-Like,Love,Care,Wow,Haha,Sad,Angry,Neg1,Neg2,Negative,Positive,Total Interactions,Overperforming Score,Type,Link,Content,Message,Post Created
Tv One,Portal Berita,579,20,451,8,1,0,3,0,0,12,6.70E-01,0.00E+00,8.00E-02,0.00E+00,2.50E-01,0.00E+00,2.50E-01,8.00E-02,3.30E-01,6.70E-01,2.41E+00,8.67E+00,Photo,https://www.facebook.com/284251334961090/posts/3539406309445560,"Pembelajaran tatap muka untuk, zona hijau","Menteri Pendidikan dan Kebudayaan Nadiem Makarim menegaskan, sekolah-sekolah di daerah yang berstatus zona hijau dan kuning penyebaran COVID-19 tidak dapat serta merta menerapkan kebijakan belajar secara tatap muka di sekolah. ""Satuan pendidikan tidak dapat melakukan pembelajaran tatap muka tanpa adanya persetujuan dari pemerintah daerah/dinas pendidikan dan kebudayaan, kepala sekolah, dan adanya persetujuan orang tua/wali siswa yang tergabung dalam komite sekolah,"" kata Nadiem dalam keterangan tertulis, Sabtu (8/8/2020).Salah satu hal yang utama dari segala persyaratan itu, katanya, ada persetujuan dari orangtua atau wali peserta didik. ""Jika orangtua atau wali siswa tidak setuju, maka peserta didik tetap belajar dari rumah dan tidak dapat dipaksa,"" ujarnya. Pembelajaran tatap muka akan dilakukan secara bertahap dengan syarat 30-50 persen dari standar peserta didik per kelas.Baca berita selengkapnya di Viva.co.idSumber: @vivacoid #NewsOne #NadiemMakarim #Kemendikbud #Sekolah #Pendidikan",2020-03-24 02:33:06 EDT
tv One,Portal Berita,316,10,228,7,2,0,0,0,0,9,7.80E-01,0.00E+00,2.20E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.20E-01,2.20E-01,7.80E-01,2.43E+00,5.12E+01,Photo,https://www.facebook.com/284251334961090/posts/3621547804564743,"Pembelajaran tatap muka untuk, zona hijau","Kementerian Pendidikan dan Kebudayaan (Kemendikbud) telah melakukan penyesuaian terkait pelaksanaan pembelajaran di zona kuning dan hijau di tengah pandemi COVID-19. Mendikbud Nadiem Makarim menegaskan larangannya sekolah tatap muka di zona merah dan oranye. Nadiem menjelaskan, prosedur pengambilan keputusan pembelajaran tatap muka di zona kuning dan hijau tetap dilakukan secara bertingkat. Salah satunya pada Surat Keputusan Bersama (SKB) sebelumnya..Pemda, kantor, dan juga kanwil Kemenag serta sekolah memiliki kewenangan penuh untuk menentukan apakah daerah atau sekolahnya dapat mulai melakukan pembelajaran tatap muka. “Bukan berarti ketika sudah berada di zona hijau atau kuning, daerah atau sekolah wajib mulai tatap muka kembali ya,” ujar Nadiem. Nadiem juga menekankan, meskipun daerah status zona hijau atau kuning, serta Pemda memberikan izin pembelajaran tatap muka, keputusan terakhir ada di orangtua.Baca berita selengkapnya di Viva.co.idSumber: @vivacoid #NewsOne #NadiemMakarim #Kemendikbud #Sekolah #Pendidikan",2020-03-24 06:27:51 EDT
Tv one,Portal Berita,1312,73,365,18,2,6,1,0,0,27,6.70E-01,0.00E+00,7.00E-02,2.20E-01,4.00E-02,0.00E+00,4.00E-02,2.90E-01,3.30E-01,6.70E-01,4.44E-01,-1.24E+01,Photo,https://www.facebook.com/284251334961090/posts/3153687331350795,"Pembelajaran tatap muka untuk, zona hijau","Kementerian Pendidikan dan Kebudayaan Republik Indonesia memutuskan meniadakan pelaksanaan Ujian Nasional (UN) tahun 2020. Sang menteri Nadiem Anwar Makarim mengaku telah mendiskusikannya dengan Presiden Joko Widodo dan Kepala Negara merestuinya..""Setelah kami pertimbangkan dan diskusi dengan Presiden dan instansi di luar, kami putuskan membatalkan Ujian Nasional 2020,” katanya melalui konfenrensi pers siaran langsung di tvOne, Selasa, 24 Maret 2020..Tidak ada alasan lain kecuali demi keselamatan para siswa dan keluarga mereka yang melatarbelakangi keputusan itu. Pemerintah tak ingin kegiatan Ujian Nasional justru menjadi sarana penularan virus corona sehingga akan lebih banyak lagi yang terinfeksi.Baca berita selengkapnya di Vivanews.comSumber: @vivanewscom#NewsOne #tvOneNews #Vivanews #NadiemMakarim #UN2020Ditiadakan #UjianNasional #VirusCorona #Covid19Indonesia",2020-03-24 03:25:05 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,3560,231,4115,101,12,1,9,2,0,125,8.10E-01,0.00E+00,1.00E-01,1.00E-02,7.00E-02,2.00E-02,9.00E-02,1.10E-01,2.00E-01,8.10E-01,2.39E+00,4.75E+01,Photo,https://www.facebook.com/119573194818796/posts/3060750237367729,"Pembelajaran tatap muka untuk, zona hijau","#SahabatDikbud, sudah tahu mengenai penyesuaian kebijakan pembelajaran di masa pandemi Covid-19?Dalam perubahan Surat Keputusan Bersama (SKB) Empat Menteri, izin pembelajaran tatap muka diperluas ke zona kuning, dari sebelumnya hanya di zona hijau.Pada saat sekolah melakukan pembelajaran tatap muka, kondisi protokol kesehatan sangat ketat. Masing-masing rombongan belajar (rombel) hanya diperbolehkan maksimal 50% dari kapasitas. Berarti sekolah harus melakukan rotasi/shifting saat siswa mengikuti pembelajaran tatap muka.Yuk, simak informasi selengkapnya pada infografis berikut atau unduh pada laman kemdikbud.go.id!#MerdekaBelajar #BersamaHadapiKorona#BelajardariRumah #SeruBelajarKebiasaanBaru#BangkituntuklndonesiaMaju",2020-03-24 06:00:22 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,2159,140,1634,61,4,0,2,0,0,67,9.10E-01,0.00E+00,6.00E-02,0.00E+00,3.00E-02,0.00E+00,3.00E-02,6.00E-02,9.00E-02,9.10E-01,2.90E+00,-7.15E+00,Photo,https://www.facebook.com/119573194818796/posts/3366026590173424,"pembelajaran tatap muka untuk, zona hijau","#SahabatDikbud, pemerintah mengumumkan Surat Keputusan Bersama (SKB) Mendikbud, Menteri Kemenag RI, Menteri Kemenkes RI, dan Menteri Kemendagri_RI tentang Panduan Penyelenggaraan Pembelajaran pada Semester Genap Tahun Ajaran & Tahun Akademik 2020/2021 di Masa Pandemi Covid-19.Penyesuaian kebijakan dilakukan untuk memberikan penguatan peran pemda/kanwil/kantor Kemenag RI sebagai pihak yang paling mengetahui dan memahami kondisi, kebutuhan, dan kapasitas daerahnya. Kebijakan berlaku mulai bulan Januari 2021.#SahabatDikbud, pemberian izin pembelajoran tatap muka dapat dilakukan secara serentak dalam satu wilayah kabupaten/kota atau bertahap per wilayah kecamatan/desa/kelurahan dengan faktor-faktor pertimbangan dan dukungan seluruh pemangku kepentingan.Yuk, simak informasinya pada infografik berikut!#MerdekaBelajar #PanduanPembelajaran",2020-03-25 06:00:53 EDT
Kompas.com,Portal Berita,7367,475,6514,150,92,25,22,0,0,289,5.20E-01,0.00E+00,3.20E-01,9.00E-02,8.00E-02,0.00E+00,8.00E-02,4.10E-01,4.90E-01,5.20E-01,1.19E+00,3.05E+01,Link,https://www.facebook.com/17353926534/posts/10158665856891535,UN 2020 ditiadakan,UN 2020 Ditiadakan untuk tingkat SD hingga SMA.,2020-03-24 01:49:03 EDT
kumparan,Portal Berita,578,29,494,10,24,4,6,0,0,44,2.30E-01,0.00E+00,5.50E-01,9.00E-02,1.40E-01,0.00E+00,1.40E-01,6.40E-01,7.80E-01,2.30E-01,3.32E-01,3.59E+01,Link,https://www.facebook.com/1924315711129121/posts/3048881008672580,UN 2020 ditiadakan,"Resmi, Presiden Jokowi memutuskan meniadakan Ujian Nasional (UN) 2020 karena wabah corona. #kumpmaranNews",2020-03-24 01:40:05 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,748,39,381,13,0,0,1,0,0,14,9.30E-01,0.00E+00,0.00E+00,0.00E+00,7.00E-02,0.00E+00,7.00E-02,0.00E+00,7.00E-02,9.30E-01,1.51E+00,7.62E+01,Link,https://www.facebook.com/119573194818796/posts/2723955604380529,UN 2020 ditiadakan,"#SahabatDikbud, Menteri Pendidikan dan Kebudayaan (Mendikbud) Nadiem Makarim, secara resmi menyampaikan pembatalan Ujian Nasional (UN) tahun pelajaran 2019/2020. Peniadaan UN berlaku untuk satuan pendidikan jenjang SMP/sederajat dan SMA/SMK/sederajat di Indonesia dengan mempertimbangkan keamanan dan kesehatan peserta didik di tengah pandemi Covid-19. Ketetapan ini tertuang dalam Surat Edaran Mendikbud Nomor 4 Tahun 2020 tentang Pelaksanaan Kebijakan Pendidikan dalam Masa Darurat Penyebaran Coronavirus Disease.Mendikbud menyebutkan, dalam masa darurat penyebaran Covid-19 syarat penentu kelulusan siswa bisa dengan mengadakan ujian sekolah (US), dengan syarat US tidak mengumpulkan siswa secara fisik atau US bisa dilakukan secara daring. Jika sekolah tidak siap mengadakan US daring, US dilakukan dalam bentuk portofolio nilai rapor dan prestasi yang diperoleh sebelumnya, penugasan, dan/atau bentuk asesmen jarak jauh lainnya.Selengkapnya di https://www.kemdikbud.go.id/.../un-2020-dibatalkan-ini...#MerdekaBelajar #UN2020",2020-03-28 09:00:34 EDT
BBC News Indonesia,Portal Berita,1277,39,588,59,19,5,4,0,0,87,6.80E-01,0.00E+00,2.20E-01,6.00E-02,5.00E-02,0.00E+00,5.00E-02,2.80E-01,3.30E-01,6.80E-01,4.76E-01,2.02E+01,Link,https://www.facebook.com/10150118096995434/posts/10163532902055434,UN 2020 ditiadakan,"Ujian Nasional (UN) tahun ini resmi dibatalkan. Mendikbud Nadiem Makarim mengatakan alasan nomor satu pembatalan UN ""adalah keamanan dan kesehatan siswa-siswa kita, keamanan keluarga mereka, dan kakek-nenek siswa-siswa tersebut"".",2020-03-24 02:17:28 EDT
INFO PENDIDIKAN INDONESIA,Portal Berita,1046,7,494,5,3,0,0,0,0,8,6.30E-01,0.00E+00,3.80E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.80E-01,3.80E-01,6.30E-01,4.08E-01,2.02E+01,Link,https://www.facebook.com/1678204769058355/posts/2546767265535430,UN 2020 ditiadakan,"Resmi, Ujian Nasional DitiadakanSurat Edaran Mendikbud Nomor 4 Tahun 2020",2020-03-24 11:43:39 EDT
Liputan6,Portal Berita,239,13,6,1,0,0,0,0,0,1,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.41E+00,3.85E+01,Link,https://www.facebook.com/36786411434/posts/10158615207886435,UN 2020 ditiadakan,"Setelah Ujian Nasional 2020 ditiadakan, bagaimana syarat atau penentuan kelulusan?",2020-03-28 07:00:26 EDT
Liputan6,Portal Berita,358,22,2,2,3,0,6,0,0,11,1.80E-01,0.00E+00,2.70E-01,0.00E+00,5.50E-01,0.00E+00,5.50E-01,2.70E-01,8.20E-01,1.80E-01,2.60E+00,7.17E+01,Link,https://www.facebook.com/36786411434/posts/10158611452591435,UN 2020 ditiadakan,"Presiden Joko Widodo atau Jokowi memutuskan untuk meniadakan pelaksanaan Ujian Nasional (UN) 2020. Keputusan itu diambil Jokowi untuk mencegah penyebaran virus Corona (Covid-19).Setelah Ujian Nasional 2020 ditiadakan, bagaimana syarat atau penentuan kelulusan? Simak dalam Infografis berikut ini.Baca berita selengkapnya di www.liputan6.comGrafis : ( Liputan6.com/ Trieyasni)#InfoGrafis #UN #PenghapusanUN #UjianNasional #Pelajar #Indonesia #COVID19 #VirusCorona #CoronaVirus #liputan6dotcom #Lip6EMS",2020-03-27 01:15:50 EDT
Ruangguru,Portal Berita,279,26,62,7,1,0,3,0,0,11,6.40E-01,0.00E+00,9.00E-02,0.00E+00,2.70E-01,0.00E+00,2.70E-01,9.00E-02,3.60E-01,6.40E-01,2.58E+00,-3.54E+01,Link,https://www.facebook.com/192206364209400/posts/2758291530934191,UN 2020 ditiadakan,"Ujian Nasional Tahun 2020 dan Uji Kompetensi Keahlian SMK Tahun 2020 Dibatalkan⁣⁣Menteri Pendidikan dan Kebudayaan mengeluarkan surat edaran berkenaan dengan penyebaran COVID-19 yang semakin meningkat, maka kesehatan lahir dan batin siswa, guru, kepala sekolah dan seluruh warga sekolah menjadi pertimbangan utama dalam pelaksanaan kebijakan pendidikan.⁣⁣Berikut rangkuman penting yang disampaikan dalam dalam surat edaran tersebut:⁣1. UN Tahun 2020 dibatalkan, termasuk Uji Kompetensi Keahlian 2020 bagi Sekolah Menengah Kejuruan;⁣2. Dengan dibatalkannya UN Tahun 2020 maka keikutsertaan UN tidak menjadi syarat kelulusan atau seleksi masuk jenjang pendidikan yang lebih tinggi;⁣3. Dengan dibatalkannya UN Tahun 2020 maka proses penyetaraan bagi lulusan program Paket A, B, dan C akan ditentukan kemudian.⁣⁣#UjianNasional #UKK #UN2020",2020-03-24 07:11:08 EDT
Kompas.com,Portal Berita,316,10,228,7,2,0,0,0,0,9,7.80E-01,0.00E+00,2.20E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.20E-01,2.20E-01,7.80E-01,2.75E+00,-3.57E+00,Link,https://www.facebook.com/17353926534/posts/10158665921161535,UN 2020 ditiadakan,Peniadaan UN menjadi penerapan kebijakan social distancing untuk memotong rantai penyebaran virus Corona SARS 2 atau Covid-19. / #Nasional,2020-03-24 06:27:51 EDT
Liputan6,Portal Berita,188,63,13,2,0,4,1,1,0,8,2.50E-01,0.00E+00,0.00E+00,5.00E-01,1.30E-01,1.30E-01,2.60E-01,5.00E-01,7.60E-01,2.50E-01,6.02E-01,-1.22E+01,Link,https://www.facebook.com/36786411434/posts/10159567698296435,UN 2021 ditiadakan,"HEADLINE: UN dan Ujian Kesetaraan 2021 Ditiadakan, Standar Kelulusan Jadi Persoalan Baru?",2021-01-20 02:04:35 EST
detik.com,Portal Berita,188,63,13,2,0,4,1,1,0,8,2.50E-01,0.00E+00,0.00E+00,5.00E-01,1.30E-01,1.30E-01,2.60E-01,5.00E-01,7.60E-01,2.50E-01,2.44E+00,-4.01E+01,Link,https://www.facebook.com/374777242078/posts/10160141077937079,"Pembelajaran tatap muka untuk, zona hijau","Mendikbud Nadiem Makarim mengatakan, ada 34.200 sekolah sudah menggelar pembelajaran tatap muka dan 186.552 sekolah masih menggelar belajar dari rumah. #Sekolah",2021-01-20 02:04:35 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,425,141,75,17,3,2,2,7,1,32,5.30E-01,3.00E-02,9.00E-02,6.00E-02,6.00E-02,2.20E-01,2.80E-01,1.50E-01,4.30E-01,5.60E-01,1.49E+00,4.69E+01,Native Video,https://www.facebook.com/119573194818796/posts/2979059915536762,"Pembelajaran tatap muka untuk, zona hijau","Ayah dan Bunda, berikut panduan ""Seru Belajar Kebiasaan Baru"" yang harus diikuti anak ketika kembali belajar di sekolah. Jangan lupa, hanya sekolah di zona hijau yang boleh melakukan pembelajaran tatap muka di sekolah. Itu pun harus memenuhi persyaratan berlapis. Apa saja ya panduannya? Yuk, simak informasinya pada video berikut! #SeruBelajarKebiasaanBaru #SelamatKembaliKeSekolah #MerdekaBelajar",2020-07-17 23:30:06 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,2363,68,371,10,1,0,1,1,1,14,7.10E-01,7.00E-02,7.00E-02,0.00E+00,7.00E-02,7.00E-02,1.40E-01,7.00E-02,2.10E-01,7.90E-01,2.46E+00,-1.77E+01,Native Video,https://www.facebook.com/119573194818796/posts/2974233542686066,"Pembelajaran tatap muka untuk, zona hijau","Seru Belajar Kebiasaan BaruBagi #SahabatDikbud yang berada di zona hijau, apakah sekolah kamu sudah siap menyelenggarakan pembelajaran dengan aturan kebiasaan baru? Yuk, simak video berikut! #SeruBelajarKebiasaanBaru #SelamatKembaliKeSekolah #MerdekaBelajar",2020-08-07 22:33:05 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,1680,279,2688,52,2,6,4,1,7,72,7.20E-01,1.00E-01,3.00E-02,8.00E-02,6.00E-02,1.00E-02,7.00E-02,1.10E-01,1.80E-01,8.20E-01,2.70E+00,2.17E+01,Native Video,https://www.facebook.com/119573194818796/posts/3058484500927636,"Pembelajaran tatap muka untuk, zona hijau","Protokol Kesehatan Ketat untuk Sekolah Tatap Muka di Zona Hijau dan Kuning.#SahabatDikbud , Mendikbud menegaskan bahwa pada saat sekolah melakukan pembelajaran tatap muka, kondisi protokol kesehatan sangat ketat. Masing-masing rombongan belajar (rombel) hanya diperbolehkan maksimal 50% dari kapasitas.Berarti sekolah harus melakukan rotasi/shifting saat siswa mengikuti pembelajaran tatap muka.Sekolah juga tidak diperbolehkan membuka aktivitas kantin, kegiatan berkumpul, atau kegiatan ekstrakurikuler yang memiliki risiko interaksi antara masing-masing rombel. Siswa hanya diperbolehkan mengikuti kegiatan belajar mengajar, kemudian langsung pulang setelah sekolah selesai. Selama berada di sekolah, siswa harus memakai masker dan sekolah maupun siswa harus memenuhi berbagai macam persyaratan atau checklist yang sangat ketat.#SahabatDikbud dapat menyimak pesan Mendikbud selengkapnya pada video berikut .#MerdekaBelajar #BersamaHadapiKorona #BelajardariRumah #SeruBelajarKebiasaanBaru #BangkituntukIndonesiaMaju",2020-08-08 05:32:07 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,2144,31,1747,46,0,1,1,0,7,55,8.40E-01,1.30E-01,0.00E+00,2.00E-02,2.00E-02,0.00E+00,2.00E-02,2.00E-02,4.00E-02,9.60E-01,2.14E+00,1.71E+00,Native Video,https://www.facebook.com/119573194818796/posts/2974233542686066,"Pembelajaran tatap muka untuk, zona hijau","Seru Belajar Kebiasaan BaruBagi #SahabatDikbud yang berada di zona hijau, apakah sekolah kamu sudah siap menyelenggarakan pembelajaran dengan aturan kebiasaan baru? Yuk, simak video berikut! #SeruBelajarKebiasaanBaru #SelamatKembaliKeSekolah #MerdekaBelajar",2020-07-09 02:28:38 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,671,24,519,13,0,0,0,0,3,16,8.10E-01,1.90E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.70E+00,-1.51E+01,Native Video,https://www.facebook.com/119573194818796/posts/2912697818839639,"Pembelajaran tatap muka untuk, zona hijau","#SahabatDikbud, Mendikbud Nadiem Makarim menjelaskan sebesar 94% dari peserta didik tidak diperkenankan untuk melakukan pembelajaran tatap muka, jadi masih belajar dari rumah. Sedangkan sebesar 6% peserta didik di zona hijau diperbolehkan untuk melakukan pembelajaran tatap muka dengan protokol kesehatan yang ketat, jelas Mendikbud dalam pengumuman keputusan bersama ""Panduan Penyelenggaraan Pembelajaran pada Tahun Ajaran dan Tahun Akademik Baru di Masa Pandemi Covid-19"" secara daring, pada Senin (15/6/2020).Yuk, simak penjelasan selengkapnya pada YouTube KEMENDIKBUD RI! Untuk Panduan Penyelenggaraan Pembelajaran pada Tahun Ajaran dan Tahun Akademik Baru di Masa Covid-19, dapat diunduh di laman kemdikbud.go.id atau klik tautan pada bio! #MerdekaBelajar #TahunAjaran2020 #TahunAkademikBaru2020",2020-11-21 22:00:05 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,447,8,176,18,0,0,0,0,1,19,9.50E-01,5.00E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.04E+00,2.63E+01,Native Video,https://www.facebook.com/119573194818796/posts/2984949128281174,"Pembelajaran tatap muka untuk, zona hijau","Prosedur Persiapan Sekolah#SahabatDikbud, terdapat beberapa tugas Kepala Sekolah dalam mempersiapkan sekolah. Jangan lupa, hanya sekolah di zona hijau yang boleh melakukan pembelajaran tatap muka di sekolah. Itu pun harus memenuhi persyaratan berlapis ya, #SahabatDikbud. Apa saja ya tugas-tugasnya? Simak videonya untuk informasi selengkapnya! #SahabatDikbud, mari jaga bersama seluruh warga sekolah selalu sehat dan selamat! #SeruBelajarKebiasaanBaru #SelamatKembaliKeSekolah #MerdekaBelajar",2020-08-09 04:25:43 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,253,10,15,9,0,0,1,0,0,10,9.00E-01,0.00E+00,0.00E+00,0.00E+00,1.00E-01,0.00E+00,1.00E-01,0.00E+00,1.00E-01,9.00E-01,2.08E+00,1.24E+00,Native Video,https://www.facebook.com/119573194818796/posts/3567187820057299,Merdeka belajar,"Tahukah, #SahabatDikbud? Kemendikbud membuka kesempatan bagi mahasiswa untuk mengikuti 8 program kegiatan pembelajaran #KampusMerdeka. Apa saja programnya? Mari, simak video berikut!Informasi lebih lanjut tentang Kampus Merdeka, kunjungi http://kampusmerdeka.kemdikbud.go.id.Direktorat Jenderal Pendidikan Tinggi",2020-10-20 02:33:10 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,252,16,20,12,1,0,0,0,0,13,9.20E-01,0.00E+00,8.00E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.00E-02,8.00E-02,9.20E-01,2.60E+00,-2.85E+01,Native Video,https://www.facebook.com/Kemdikbud.RI/videos/1800988406715034/,Merdeka belajar,"Tahukah, #SahabatDikbud? Kemendikbud membuka kesempatan bagi mahasiswa untuk mengikuti 8 program kegiatan pembelajaran #KampusMerdeka. Apa saja programnya? Mari, simak video berikut!

Informasi lebih lanjut tentang Kampus Merdeka, kunjungi http://kampusmerdeka.kemdikbud.go.id.

Direktorat Jenderal Pendidikan Tinggi",2020-10-17 05:30:00 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,887,186,120,14,2,14,0,0,0,30,4.70E-01,0.00E+00,7.00E-02,4.70E-01,0.00E+00,0.00E+00,0.00E+00,5.40E-01,5.40E-01,4.70E-01,2.65E+00,-3.76E+00,Native Video,https://www.facebook.com/119573194818796/posts/2696893673753389,Belajar di rumah,"Sekolah #SahabatDikbud diliburkan? Tidak perlu khawatir tertinggal materi pelajaran. #SahabatDikbud dapat belajar secara online di rumah melalui Rumah Belajar @belajar.kemdikbud. Yuk, manfaatkan fitur-fitur yang ada di rumah belajar untuk membantu #SahabatDikbud belajar di mana dan kapan saja! Tetap semangat belajar dan terus jaga kesehatan ya, #SahabatDikbud!#MerdekaBelajar #RumahBelajar #KelasDigital#UnggahUlang @belajar.kemdikbud",2020-09-24 21:06:36 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,779,210,152,8,0,3,1,1,2,15,5.30E-01,1.30E-01,0.00E+00,2.00E-01,7.00E-02,7.00E-02,1.40E-01,2.00E-01,3.40E-01,6.70E-01,3.67E+00,2.05E+01,Native Video,https://www.facebook.com/119573194818796/posts/2979059915536762,"pembelajaran tatap muka untuk, zona hijau","Ayah dan Bunda, berikut panduan ""Seru Belajar Kebiasaan Baru"" yang harus diikuti anak ketika kembali belajar di sekolah. Jangan lupa, hanya sekolah di zona hijau yang boleh melakukan pembelajaran tatap muka di sekolah. Itu pun harus memenuhi persyaratan berlapis. Apa saja ya panduannya? Yuk, simak informasinya pada video berikut! #SeruBelajarKebiasaanBaru #SelamatKembaliKeSekolah #MerdekaBelajar",2020-09-16 02:30:01 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,460,107,136,6,1,1,0,1,1,10,6.00E-01,1.00E-01,1.00E-01,1.00E-01,0.00E+00,1.00E-01,1.00E-01,2.00E-01,3.00E-01,7.00E-01,2.81E+00,4.82E+01,Link,https://www.facebook.com/Official Page/posts/3479060008870081,Kouta internet gratis,"#SahabatDikbud, untuk memudahkan tersedianya informasi bagi guru, siswa, mahasiswa, dan dosen, tentang bantuan kuota data internet 2020, Kementerian Pendidikan dan Kebudayaan telah menyiapkan daftar laman dan aplikasi pembelajaran yang dapat diakses menggunakan kuota belajar, yang dapat diakses melalui laman https://kuota-belajar.kemdikbud.go.id/.Kepala Biro Kerja Sama dan Hubungan Masyarakat, Kemendikbud, Evy Mulyani menyatakan bahwa daftar laman dan aplikasi pembelajaran yang dapat diakses menggunakan kuota belajar tersebut juga dimaksudkan untuk mengantisipasi kekhawatiran kuota data internet disalahgunakan. Evy menambahkan bahwa daftar tersebut juga memuat aplikasi dan video conference yang utama dan secara umum banyak sekali digunakan dalam Pembelajan Jarak Jauh (PJJ) sehingga diyakini memadai untuk pemenuhan kebutuhan PJJ.Baca selengkapnya di https://www.kemdikbud.go.id/.../kemendikbud-siapkan...#merdekabelajar #belajardarirumah #bersamahadapikorona",2021-01-06 05:21:18 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,518,263,132,10,2,1,0,1,0,14,7.10E-01,0.00E+00,1.40E-01,7.00E-02,0.00E+00,7.00E-02,7.00E-02,2.10E-01,2.80E-01,7.10E-01,2.25E+00,1.58E+01,Link,https://www.facebook.com/119573194818796/posts/3197425773700174,Kouta internet gratis,"#SahabatDikbud, untuk memudahkan tersedianya informasi bagi guru, siswa, mahasiswa, dan dosen, tentang bantuan kuota data internet 2020, Kementerian Pendidikan dan Kebudayaan telah menyiapkan daftar laman dan aplikasi pembelajaran yang dapat diakses menggunakan kuota belajar, yang dapat diakses melalui laman https://kuota-belajar.kemdikbud.go.id/.Kepala Biro Kerja Sama dan Hubungan Masyarakat, Kemendikbud, Evy Mulyani menyatakan bahwa daftar laman dan aplikasi pembelajaran yang dapat diakses menggunakan kuota belajar tersebut juga dimaksudkan untuk mengantisipasi kekhawatiran kuota data internet disalahgunakan. Evy menambahkan bahwa daftar tersebut juga memuat aplikasi dan video conference yang utama dan secara umum banyak sekali digunakan dalam Pembelajan Jarak Jauh (PJJ) sehingga diyakini memadai untuk pemenuhan kebutuhan PJJ.Baca selengkapnya di https://www.kemdikbud.go.id/.../kemendikbud-siapkan...#merdekabelajar #belajardarirumah #bersamahadapikorona",2020-09-22 23:30:38 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,1149,134,125,36,1,2,2,1,1,43,8.40E-01,2.00E-02,2.00E-02,5.00E-02,5.00E-02,2.00E-02,7.00E-02,7.00E-02,1.40E-01,8.60E-01,3.02E+00,2.35E+01,Link,https://www.facebook.com/Official Page/posts/3114942001948552,Kouta internet gratis,,2020-08-27 05:24:49 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,357,89,15,10,0,0,1,1,2,14,7.10E-01,1.40E-01,0.00E+00,0.00E+00,7.00E-02,7.00E-02,1.40E-01,0.00E+00,1.40E-01,8.60E-01,2.69E+00,-1.93E+01,Native Video,https://www.facebook.com/119573194818796/posts/3207778242664927,Kouta internet gratis,"Diskusi Mendikbud-Bantuan Kuota Data Internet #SahabatDikbud, kebijakan bantuan kuota tahun 2020 resmi diluncurkan pada Jumat, 25 September 2020.Dalam peresmian kebijakan tersebut, Mendikbud Nadiem Makarim berkesempatan untuk diskusi dengan perwakilan guru, mahasiswa, dan orang tua penerima bantuan kuota data internet.Yuk, simak diskusinya pada video berikut! #MerdekaBelajar #BantuanKuotalnternet#BersamaHadapiKorona #BangkitUntuklndonesiaMaju#UnggahUlang @nadiemmakarim",2020-10-02 23:30:16 EDT
