Page Name,Page category,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Total Non-Like,Love_1,Care_2,Wow_3,Haha_4,Sad_5,Angry_6,Slightly Negative Avg,Weighted Sligtly negative,Slightly Negative Percentage,Mostly Negative Percentage,Mostly negative average,Weighted mostly Negative,Negative,Positive percentage,Positive AVG,Positive,Sentiment Index,Total Interactions,Overperforming Score,Type,Link,Content,Message,Post Created
Inspektorat Jenderal Kemendikbud,Official Page,211,29,289,6,1,0,1,0,0,8,600%,0%,100%,0%,100%,0%,0.5,0.75,200%,100%,0%,0,0.75,600.00%,300%,7.5,1.39,285,598,Photo,https://www.facebook.com/877214299031879/posts/3018702211549733,Belajar di rumah,"#SahabatItjen, dimulainya tahun ajaran baru tidak sama dengan pembukaan sekolah, lho. .â€œTanggal 13 Juli adalah tahun pelajaran baru, tetapi bukan berarti kegiatan belajar mengajar tatap muka. Metode belajar akan tergantung perkembangan kondisi daerah masing-masing"", jelas Plt. Direktur Jenderal Pendidikan Anak Usia Dini, Pendidikan Dasar, dan Pendidikan Menengah, Hamid Muhammad..Yuk, baca info selengkapnya di tautan s.id/TahunAjaranBaru. .#MerdekaBelajar #TahunAjaranBaru2020 #CerdasBerliterasi #CerdasBerbudaya #CerdasBerkarakter.#unggahulang @kemdikbud.ri",2020-05-31 04:56:34 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,207,15,32,6,0,0,0,0,0,6,600%,0%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,600.00%,300%,7.5,2.00,324,533,Photo,https://www.facebook.com/119573194818796/posts/3058099730966113,Belajar di rumah,"Kementerian Pendidikan dan Kebudayaan RIÂ 8lÂ gtSfnAgpmonsustesuogresÂ i2geird02d0tdÂ  Â· #SahabatDikbud, salah satu pertimbangan diperbolehkannya pembelajaran tatap muka diperluas hingga zona kuning adalah banyaknya satuan pendidikan di daerah 3T (terdepan, terluar, dan tertinggal) sangat kesulitan untuk melaksanakan Pembelajaran Jarak Jauh (PJJ) karena minimnya akses.Hal ini dapat berdampak negatif terhadap tumbuh kembang dan psikososial anak secara permanen. Saat ini, 88% dari keseluruhan daerah 3T berada di zona kuning dan hijau. Dengan adanya penyesuaian Surat Keputusan Bersama (SKB) Empat Menteri, maka satuan pendidikan yang siap dan ingin melaksanakan pembelajaran tatap muka memiliki opsi untuk melaksanakannya secara bertahap dengan protokol kesehatan yang ketat.Walaupun berada di zona hijau dan kuning, satuan pendidikan tidak dapat melakukan pembelajaran tatap muka tanpa adanya persetujuan (1) Pemda/kanwil, (2) kepala sekolah (setelah sekolah dapat memenuhi protokol kesehatan yang ketat), dan (3) adanya persetujuan komite sekolah.Kemudian walaupun sekolah sudah melakukan pembelajaran tatap muka, persyaratan terakhir adalah adanya persetujuan dari orang tua peserta didik. Jika orang tua tidak setuju maka peserta didik tetap belajar dari rumah dan tidak dapat dipaksa.",2020-08-08 22:31:00 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,207,2,37,5,0,0,0,0,0,5,500%,0%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,500.00%,250%,6.25,2.00,360,1980,Native Video,https://www.facebook.com/119573194818796/posts/3207778242664927,Belajar di rumah,"Diskusi Mendikbud-Bantuan Kuota Data Internet #SahabatDikbud, kebijakan bantuan kuota tahun 2020 resmi diluncurkan pada Jumat, 25 September 2020.Dalam peresmian kebijakan tersebut, Mendikbud Nadiem Makarim berkesempatan untuk diskusi dengan perwakilan guru, mahasiswa, dan orang tua penerima bantuan kuota data internet.Yuk, simak diskusinya pada video berikut! #MerdekaBelajar #BantuanKuotalnternet#BersamaHadapiKorona #BangkitUntuklndonesiaMaju#UnggahUlang @nadiemmakarim",2020-11-22 21:00:53 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,206,2,33,5,0,0,0,0,0,5,500%,0%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,500.00%,250%,6.25,2.00,320,1510,Photo,https://www.facebook.com/119573194818796/posts/3205178496258235,Kouta internet gratis,"#SahabatDikbud, hari Jumat (25/09/2020), Kementerian Pendidikan dan Kebudayaan (Kemendikbud) meluncurkan program penyaluran bantuan kuota internet bagi peserta didik dan pendidik untuk mendukung penerapan pembelajaran jarak jauh (PJJ) selama masa pandemi COVID-19. Untuk itu, Kemendikbud melalui Direktorat Sekolah Menengah Pertama (SMP) menyelenggarakan kegiatan komunikasi dan digitalisasi jenjang SMP untuk memberikan pengetahuan kepada peserta didik agar dapat memanfaatkan internet dengan sehat.Direktur Jenderal Pendidikan Anak Usia Dini (PAUD), Pendidikan Dasar dan Pendidikan Menengah (DASMEN), Kemendikbud, Jumeri mengatakan kegiatan ini digelar karena banyak peserta didik yang telah memiliki gawai dan kuota namun masih belum mampu berkomunikasi secara aktif dengan tenaga pendidik sehingga hasil belajarnya menurun.Baca selengkapnya di https://www.kemdikbud.go.id/.../kemendikbud-selenggarakan...",2020-09-27 04:47:59 EDT
Liputan6,Portal Berita,204,67,23,0,7,10,4,0,2,23,0%,200%,700%,1000%,400%,0%,8.5,12.75,1100%,1400%,500%,11.25,25.25,200.00%,100%,2.5,0.57,295,-4500,Link,https://www.facebook.com/36786411434/posts/10159562879116435,UN 2021 ditiadakan,"Pandemi Covid-19, Mendikbud Kembali Tiadakan Ujian Nasional 2021",2021-02-04 06:55:22 EST
Liputan6,Portal Berita,204,67,23,0,7,10,4,0,2,23,0%,200%,700%,1000%,400%,0%,8.5,12.75,1100%,1400%,500%,11.25,25.25,200.00%,100%,2.5,0.57,250,3110,Link,https://www.facebook.com/36786411434/posts/10159562879116435,UN 2021 ditiadakan,"Pandemi Covid-19, Mendikbud Kembali Tiadakan Ujian Nasional 2021",2021-02-04 06:55:22 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,196,25,24,11,0,0,0,0,3,14,1100%,300%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,1400.00%,700%,17.5,2.00,307,651,Photo,https://www.facebook.com/Kemdikbud.RI/photos/a.271559472953500/3114941128615306/?type=3,Kouta internet gratis,"#SahabatDikbud, salah satu pertimbangan diperbolehkannya pembelajaran tatap muka diperluas hingga zona kuning adalah banyaknya satuan pendidikan di daerah 3T (terdepan, terluar, dan tertinggal) sangat kesulitan untuk melaksanakan Pembelajaran Jarak Jauh (PJJ) karena minimnya akses.Hal ini dapat berdampak negatif terhadap tumbuh kembang dan psikososial anak secara permanen. Saat ini, 88% dari keseluruhan daerah 3T berada di zona kuning dan hijau. Dengan adanya penyesuaian Surat Keputusan Bersama (SKB) Empat Menteri, maka satuan pendidikan yang siap dan ingin melaksanakan pembelajaran tatap muka memiliki opsi untuk melaksanakannya secara bertahap dengan protokol kesehatan yang ketat.Walaupun berada di zona hijau dan kuning, satuan pendidikan tidak dapat melakukan pembelajaran tatap muka tanpa adanya persetujuan (1) Pemda/kanwil, (2) kepala sekolah (setelah sekolah dapat memenuhi protokol kesehatan yang ketat), dan (3) adanya persetujuan komite sekolah.Kemudian walaupun sekolah sudah melakukan pembelajaran tatap muka, persyaratan terakhir adalah adanya persetujuan dari orang tua peserta didik. Jika orang tua tidak setuju maka peserta didik tetap belajar dari rumah dan tidak dapat dipaksa.#MerdekaBelajar #BersamaHadapiKorona #BelajardariRumah #SeruBelajarKebiasaanBaru",2020-08-27 02:03:14 EST
Tempo Media,Portal Berita,195,10,24,0,0,0,0,1,0,1,0%,0%,0%,0%,0%,100%,0,0,0%,100%,50%,1.125,1.25,0.00%,0%,0,0.50,236,3490,Link,https://www.facebook.com/160355148441/posts/10158470043963442,UN 2020 ditiadakan,Pemerintah telah memutuskan meniadakan Ujian Nasional 2020 karena pandemi virus corona.,2020-03-24 03:40:18 EDT
MERDEKA.com,Portal Berita,195,10,24,0,0,0,0,1,0,1,0%,0%,0%,0%,0%,100%,0,0,0%,100%,50%,1.125,1.25,0.00%,0%,0,0.50,311,-5210,Photo,https://www.facebook.com/324658284241923/posts/5626285720745793,UN 2021 ditiadakan,"Menteri Pendidikan dan Kebudayaan (Mendikbud) Nadiem Makarim meniadakan Ujian Nasional (UN) dan ujian kesetaraan serta ujian sekolah di 2021. Hal ini tertuang melalui Surat Edaran (SE) Mendikbud Nomor 1 Tahun 2021 tentang Peniadaan Ujian Nasional dan Ujian Kesetaraan Peserta Pelaksanaan Ujian Sekolah dalam Masa Darurat Penyebaran Covid-19.""Berkenaan dengan penyebaran Corona Virus Disease (Covid-19) yang semakin meningkat maka perlu dilakukan langkah responsif yang mengutamakan keselamatan dan kesehatan lahir dan batin peserta didik, pendidik, dan tenaga kependidikan,"" bunyi SE yang diteken Nadiem pada 1 Februari 2021 itu.Dengan peniadaan ini, maka UN serta ujian kesetaraan tak menjadi syarat kelulusan siswa atau seleksi masuk perguruan tinggi pada tahun ajaran ini.Kelulusan ditentukan oleh rapor serta perilaku baik dan ujian sekolah yang diubah konsepnya.""Peserta didik dinyatakan lulus dari satuan/program pendidikan setelah menyelesaikan program pembelajaran di masa pandemi COVID-19 yang dibuktikan dengan rapor tiap semester; memperoleh nilai sikap/perilaku minimal baik, dan c. mengikuti ujian yang diselenggarakan oleh satuan pendidikan,"" sebut aturan itu.Ujian sekolah tersebut dilaksanakan dalam bentuk portofolio berupa evaluasi atas nilai rapor, nilai sikap/perilaku, dan prestasi yang diperoleh sebelumnya (penghargaan, hasil perlombaan dan sebagainya).Penentuan kelulusan juga bisa dari penugasan serta tes secara luring atau daring, dan/atau bentuk kegiatan penilaian lain yang ditetapkan oleh satuan pendidikan.--#MDKNews #News #Merdekadotcom #MenteriPendidikandanKebudayaan #NadiemMakarim #KelulusanTahun2021 #UN2021Ditiadakan #SEMendikbud #Seman9atIndonesia #MerdekaBisaBerkarya #SosokMerdeka #mdkty",2021-02-04 03:40:18 EDT
Liputan6,Portal Berita,188,63,13,2,0,4,1,1,0,8,200%,0%,0%,400%,100%,100%,2,3,100%,600%,250%,5.625,9.25,200.00%,100%,2.5,0.71,60.2,-1220,Link,https://www.facebook.com/36786411434/posts/10159567698296435,UN 2021 ditiadakan,"HEADLINE: UN dan Ujian Kesetaraan 2021 Ditiadakan, Standar Kelulusan Jadi Persoalan Baru?",2021-01-20 02:04:35 EST
detik.com,Portal Berita,188,63,13,2,0,4,1,1,0,8,200%,0%,0%,400%,100%,100%,2,3,100%,600%,250%,5.625,9.25,200.00%,100%,2.5,0.71,244,-4010,Link,https://www.facebook.com/374777242078/posts/10160141077937079,"Pembelajaran tatap muka untuk, zona hijau","Mendikbud Nadiem Makarim mengatakan, ada 34.200 sekolah sudah menggelar pembelajaran tatap muka dan 186.552 sekolah masih menggelar belajar dari rumah. #Sekolah",2021-01-20 02:04:35 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,183,12,72,2,0,0,0,0,1,3,200%,100%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,300.00%,150%,3.75,0.64,307,3320,Native Video,https://www.facebook.com/119573194818796/posts/2976638932445527,Belajar di rumah,"Seru Belajar Kebiasaan Baru Jenjang PAUDBagi #SahabatDikbud yang berada di zona hijau, apakah sekolah PAUD kamu sudah siap menyelenggarakan pembelajaran dengan aturan kebiasaan baru? Apa saja protokol kesehatan yang harus dilakukan? Yuk, simak video berikut! #SeruBelajarKebiasaanBaru #SelamatKembaliKeSekolah #MerdekaBelajar",2021-01-10 08:45:05 EST
MNCTV News,Portal Berita,183,2,2,1,0,0,5,0,0,6,100%,0%,0%,0%,500%,0%,0,0,500%,500%,0%,0,0,100.00%,50%,1.25,2.00,191,2650,Photo,https://www.facebook.com/1670021609876183/posts/2526521134226222,Belajar di rumah,Belajar di rumah diperpanjang sampai 13 April 2020. Ikuti instruksinya!,2020-10-28 02:00:45 EDT
detik.com,Portal Berita,179,9,33,0,2,5,0,1,0,8,0%,0%,200%,500%,0%,100%,3.5,5.25,200%,600%,300%,6.75,12.75,0.00%,0%,0,0.50,221,-693,Link,https://www.facebook.com/374777242078/posts/10160213344847079,UN 2021 ditiadakan,#Terpopuler Pemerintah memutuskan UN 2021 ditiadakan. Bagaimana penentuan lulus setelah UN 2021 ditiadakan? #UN #UN2021,2021-02-05 15:51:43 EST
detik.com,Portal Berita,179,9,32,0,2,5,0,1,0,8,0%,0%,200%,500%,0%,100%,3.5,5.25,200%,600%,300%,6.75,12.75,0.00%,0%,0,0.50,236,-1060,Link,https://www.facebook.com/374777242078/posts/10160213344847079,UN 2021 ditiadakan,#Terpopuler Pemerintah memutuskan UN 2021 ditiadakan. Bagaimana penentuan lulus setelah UN 2021 ditiadakan? #UN #UN2021,2021-02-06 15:51:43 EST
MNCTV News,Portal Berita,178,2,2,1,0,0,5,0,0,6,100%,0%,0%,0%,500%,0%,0,0,500%,500%,0%,0,0,100.00%,50%,1.25,0.64,228,5040,Link,https://www.facebook.com/429723463732278/posts/3414588025245792,Belajar di rumah,"Palembang Tutup Sekolah, Belajar Daring Lanjut hingga Akhir Tahun 2020",2020-10-28 02:00:45 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,134,15,8,3,0,0,0,0,0,3,300%,0%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,300.00%,150%,3.75,2.00,368,-1490,Photo,https://www.facebook.com/119573194818796/posts/3070054819770604,Belajar di rumah,"#SahabatDikbud, sudah membaca Surat Keputusan Bersama (SKB) empat menteri tentang perubahan atas SKB tentang Paduan Penyelengaraan Pembelajaran di masa pandemi Covid-19?Yuk, baca selengkapnya dan unduh pada laman berikut https://www.kemdikbud.go.id/.../skb-empat-menteri-tentang... ! #MerdekaBelajar #BersamaHadapiKorona #BelajardariRumah #SeruBelajarKebiasaanBaru #BangkituntukIndonesiaMaju",2021-08-12 19:46:55 EST
Tribun News,Portal Berita,127,22,13,0,1,1,0,0,0,2,0%,0%,100%,100%,0%,0%,1,1.5,100%,100%,50%,1.125,2.75,0.00%,0%,0,0.50,310,4310,Link,https://www.facebook.com/357595679961/posts/10159228340119962,UN 2021 ditiadakan,"UJIAN NASIONAL 2021 DIBATALKAN? INI SKEMA BARU YANG AKAN GANTIKAN UNMenteri Pendidikan dan Kebudayaan, Nadiem Makarim manyatakan Ujian Nasional (UN) 2021 ditiadakan.",2021-02-05 18:12:00 EST
Kompas.com,Portal Berita,127,22,13,0,1,1,0,0,0,2,0%,0%,100%,100%,0%,0%,1,1.5,100%,100%,50%,1.125,2.75,0.00%,0%,0,0.50,222,-4460,Native Video,https://www.facebook.com/177732508945656/posts/3463565960362278,Belajar di rumah,"Para guru Sekolah Dasar (SD) di Kabupaten Pekalongan, Jawa Tengah mempunyai cara unik dalam rangka mengajar jarak jauh dengan para murid.Mereka memanfaatkan radio komunitas untuk kegiatan belajar mengajar karena tidak semua murid siap dengan handphone untuk pembelajaran secara daring (online).Selengkapnya di https://www.kompas.tv/.../unik-guru-lakukan-pembelajaran...",2020-07-22 18:12:00 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,125,11,41,0,0,1,0,0,0,1,0%,0%,0%,100%,0%,0%,0.5,0.75,0%,100%,50%,1.125,2,0.00%,0%,0,0.50,205,1850,Photo,https://www.facebook.com/119573194818796/posts/2985926908183396,Belajar di rumah,"#SahabatDikbud,  Pandemi Covid-19 membuat pembelajaran yang sedianya dilakukan secara tatap muka beralih menjadi pembelajaran jarak jauh (PJJ), baik secara dalam jaringan (daring) maupun luar jaringan (luring). Kementerian Pendidikan dan Kebudayaan (Kemendikbud) bersama Kementerian Kesehatan (Kemenkes), Kementerian Dalam Negeri (Kemendagri), Kementerian Agama (Kemenag) telah mengeluarkan Surat Keputusan Bersama (SKB) tentang Panduan Pembelajaran Pada Tahun Ajaran Baru dan Tahun Akademi Baru di Masa Pandemi COVID-19.Menteri Pendidikan dan Kebudayaan (Mendikbud), Nadiem Anwar Makarim, dalam wawancara telekonferensi menyebutkan bahwa terdapat Beberapa kabupaten/kota yang merupakan zona hijau menurut Gugus Tugas Percepatan Penanganan COVID-19 Nasional, dengan demikian dimungkinkan memulai pembelajaran tatap muka dengan persyaratan protokol kesehatan yang ketat. Kendati demikian, prosesnya dilakukan secara bertahap, yakni dimulai dari jenjang SMP dan SMA/SMK terlebih dahulu.Baca selengkapnya di https://www.kemdikbud.go.id/.../mendikbud-kembali...#MerdekaBelajar #BersamaHadapiKorona",2020-07-18 03:15:00 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,116,10,6,3,0,1,0,0,0,4,300%,0%,0%,100%,0%,0%,0.5,0.75,0%,100%,50%,1.125,2,300.00%,150%,3.75,2.00,320,-1810,Photo,https://www.facebook.com/119573194818796/posts/3254367824672635,Belajar di rumah,"#SahabatDikbud, Unit Layanan Terpadu Kemendikbud akan melanjutkan layanan tatap muka daring melalui aplikasi zoom, loh.#SahabatDikbud, yuk daftarkan dirimu melalui tautan ringkas.kemdikbud.go.id/DaftarULT ! Pastikan setelah mendaftar untuk mencatat tanggallayanan yang dipilih dan perhatikan informasi pada formulir pendaftaran, ya.#MerdekaBelajar #ULTKemdikbud #BersamaHadapiKorona #TatapMukaDaring#UnggahUlang @ult.kemdikbud",2020-10-12 19:00:52 EST
Inspektorat Jenderal Kemendikbud,Official Page,116,35,110,2,0,0,0,0,1,3,200%,100%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,300.00%,150%,3.75,1.40,176,1130,Photo,https://www.facebook.com/119573194818796/posts/3205178496258235,Kouta internet gratis,"#SahabatDikbud, hari Jumat (25/09/2020), Kementerian Pendidikan dan Kebudayaan (Kemendikbud) meluncurkan program penyaluran bantuan kuota internet bagi peserta didik dan pendidik untuk mendukung penerapan pembelajaran jarak jauh (PJJ) selama masa pandemi COVID-19. Untuk itu, Kemendikbud melalui Direktorat Sekolah Menengah Pertama (SMP) menyelenggarakan kegiatan komunikasi dan digitalisasi jenjang SMP untuk memberikan pengetahuan kepada peserta didik agar dapat memanfaatkan internet dengan sehat.Direktur Jenderal Pendidikan Anak Usia Dini (PAUD), Pendidikan Dasar dan Pendidikan Menengah (DASMEN), Kemendikbud, Jumeri mengatakan kegiatan ini digelar karena banyak peserta didik yang telah memiliki gawai dan kuota namun masih belum mampu berkomunikasi secara aktif dengan tenaga pendidik sehingga hasil belajarnya menurun.Baca selengkapnya di https://www.kemdikbud.go.id/.../kemendikbud-selenggarakan...",2020-09-27 23:08:54 EDT
Detik.com,Portal Berita,111,3,6,0,0,3,0,0,0,3,0%,0%,0%,300%,0%,0%,1.5,2.25,0%,300%,150%,3.375,6,0.00%,0%,0,0.50,209,2480,Link,https://www.facebook.com/374777242078/posts/10160210387732079,UN 2021 ditiadakan,Ujian Nasional (UN) 2021 resmi ditiadakan. Pemerintah pun telah mengeluarkan Surat Edaran yang ditandatangani Mendikbud Nadiem Makarim pada 1 Februari 2021.,2021-02-05 20:29:31 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,108,6,18,6,0,0,0,0,0,6,600%,0%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,600.00%,300%,7.5,2.00,258,239,Photo,https://www.facebook.com/119573194818796/posts/3055812577861495,Belajar di rumah,"#SahabatDikbud, mempertimbangkan kebutuhan pembelajaran, berbagai masukan dari para ahli dan organisasi serta mempertimbangkan evaluasi implementasi SKB Empat Menteri, Pemerintah melakukan penyesuaian keputusan bersama Empat Menteri terkait pelaksanaan pembelajaran di zona selain merah dan oranye, yakni di zona kuning dan hijau, untuk dapat melaksanakan pembelajaran tatap muka dengan penerapan protokol kesehatan yang sangat ketat.â€œPrioritas utama pemerintah adalah untuk mengutamakan kesehatan dan keselamatan peserta didik, pendidik, tenaga kependidikan, keluarga, dan masyarakat secara umum, serta mempertimbangkan tumbuh kembang peserta didik dan kondisi psikososial dalam upaya pemenuhan layanan pendidikan selama pandemi COVID-19,â€ jelas Menteri Pendidikan dan Kebudayaan (Mendikbud) Nadiem Anwar Makarim dalam taklimat media Penyesuaian Kebijakan Pembelajaran di Masa Pandemi COVID-19, di Jakarta, Jumat (07/08).Baca selengkapnya di https://www.kemdikbud.go.id/.../penyesuaian-keputusan...#MerdekaBelajar #BelajardariRumah #BersamaHadapiKorona",2020-08-07 23:42:16 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,107,6,3,2,0,0,1,0,0,3,200%,0%,0%,0%,100%,0%,0,0,100%,100%,0%,0,0,200.00%,100%,2.5,1.26,385,-2570,Photo,https://www.facebook.com/119573194818796/posts/3070054819770604,Belajar di rumah,"#SahabatDikbud, sudah membaca Surat Keputusan Bersama (SKB) empat menteri tentang perubahan atas SKB tentang Paduan Penyelengaraan Pembelajaran di masa pandemi Covid-19?Yuk, baca selengkapnya dan unduh pada laman berikut https://www.kemdikbud.go.id/.../skb-empat-menteri-tentang... ! #MerdekaBelajar #BersamaHadapiKorona #BelajardariRumah #SeruBelajarKebiasaanBaru #BangkituntukIndonesiaMaju",2020-08-12 05:30:50 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,100,10,13,4,0,1,0,0,0,5,400%,0%,0%,100%,0%,0%,0.5,0.75,0%,100%,50%,1.125,2,400.00%,200%,5,1.50,353,-1260,Photo,https://www.facebook.com/119573194818796/posts/3070054819770604,Belajar di rumah,"#SahabatDikbud, sudah membaca Surat Keputusan Bersama (SKB) empat menteri tentang perubahan atas SKB tentang Paduan Penyelengaraan Pembelajaran di masa pandemi Covid-19?Yuk, baca selengkapnya dan unduh pada laman berikut https://www.kemdikbud.go.id/.../skb-empat-menteri-tentang... ! #MerdekaBelajar #BersamaHadapiKorona #BelajardariRumah #SeruBelajarKebiasaanBaru #BangkituntukIndonesiaMaju",2020-08-12 00:25:00 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,90,63,8,2,0,0,0,0,1,3,200%,100%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,300.00%,150%,3.75,2.00,260,-676,Photo,https://www.facebook.com/119573194818796/posts/3254367824672635,Belajar di rumah,"#SahabatDikbud, Unit Layanan Terpadu Kemendikbud akan melanjutkan layanan tatap muka daring melalui aplikasi zoom, loh.#SahabatDikbud, yuk daftarkan dirimu melalui tautan ringkas.kemdikbud.go.id/DaftarULT ! Pastikan setelah mendaftar untuk mencatat tanggallayanan yang dipilih dan perhatikan informasi pada formulir pendaftaran, ya.#MerdekaBelajar #ULTKemdikbud #BersamaHadapiKorona #TatapMukaDaring#UnggahUlang @ult.kemdikbud",2020-10-12 19:05:12 EST
Tirto.id,Portal Berita,88,6,7,0,0,3,2,0,0,5,0%,0%,0%,300%,200%,0%,1.5,2.25,200%,500%,150%,3.375,6,0.00%,0%,0,0.50,203,-3010,Link,https://www.facebook.com/1515768312081946/posts/2872137619778335,Belajar di rumah,Sebuah riset mengungkap ada 69 juta siswa Indonesia yang menghadapi ancaman kehilangan akses pendidikan selama pandemi COVID-19. Problem klasik pun mencuat: kesenjangan digital rupanya masih lebar. #CatatanReporterhttps://tirto.id/f6nD,2020-10-27 05:01:10 EDT
Inspektorat Jenderal Kemendikbud,Official Page,80,2,26,3,0,0,0,0,0,3,300%,0%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,300.00%,150%,3.75,2.00,261,43,Photo,https://www.facebook.com/119573194818796/posts/3318046311638119,Belajar di rumah,"#SahabatDikbud, kemarin (3/11) Mendikbud Nadiem Makarim meluncurkan #MerdekaBelajar Episode Keenam: Transformasi Dana Pemerintah untuk Pendidikan Tinggi. Ada 3 program utama di dalamnya, yang pertama adalah Insentif Berdasarkan Capaian Indikator Kinerja Utama (untuk PTN).Program kedua adalah ""Matching Fund"" untuk Kerja Sama dengan Mitra yang terbuka bagi Perguruan Tinggi Negeri dan Perguruan Tinggi Swasta. Berikut ini penjelasannya.Program yang ketiga adalah ""Competitive Fund"" : Program Kompetisi Kampus Merdeka di mana PTN dan PTS yang berkompetisi dibagi ke dalam 3 liga. Berikut ini penjelasannya.Evaluasi program akan dilakukan oleh tim dengan berbagai latar belakang. Alokasi dana akan diprioritaskan berdasarkan 3 kriteria. Tenggat waktu proposal pun sudah ditentukan. Mari berpartisipasi! Ralat pada grafis (gambar ke-4), ""Topik khusus: Maksimal tiga banding satu (3:1)"" seharusnya menjadi ""Maksimal satu banding tiga (1:3)"".#MerdekaBelajar #Episode6 #TransformasiDanaPemerintah",2020-11-04 17:44:44 EDT
detik.com,Portal Berita,78,14,8,0,2,4,3,0,0,9,0%,0%,200%,400%,300%,0%,3,4.5,500%,700%,200%,4.5,9.5,0.00%,0%,0,0.50,204,-1880,Link,https://www.facebook.com/374777242078/posts/10160212568237079,UN 2021 ditiadakan,#Terpopuler Pemerintah memutuskan UN 2021 ditiadakan. Bagaimana penentuan lulus setelah UN 2021 ditiadakan? #UN #UN2021,2021-02-05 10:51:15 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,68,1,9,2,0,0,0,0,0,2,200%,0%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,200.00%,100%,2.5,2.00,319,3900,Photo,https://www.facebook.com/877214299031879/posts/3218097211610231,Belajar di rumah,"#SahabatDikbud, sudah tahu mengenai penyesuaian kebijakan pembelajaran di masa pandemi Covid-19? .Dalam perubahan Surat Keputusan Bersama (SKB) Empat Menteri, izin pembelajaran tatap muka diperluas ke zona kuning, dari sebelumnya hanya di zona hijau. .Pada saat sekolah melakukan pembelajaran tatap muka, kondisi protokol kesehatan sangat ketat. Masing-masing rombongan belajar (rombel) hanya diperbolehkan maksimal 50% dari kapasitas. Berarti sekolah harus melakukan rotasi/shifting saat siswa mengikuti pembelajaran tatap muka..Yuk, simak informasi selengkapnya pada infografis berikut atau unduh pada laman kemdikbud.go.id! .#MerdekaBelajar #BersamaHadapiKorona #BelajardariRumah #SeruBelajarKebiasaanBaru #BangkituntukIndonesiaMaju.#unggahulang @kemdikbud.riâ€¢ â€¢ â€¢ â€¢ â€¢ â€¢",2020-08-09 17:28:45 EST
Kompas.com,Portal Berita,55,57,5,0,4,5,0,0,0,9,0%,0%,400%,500%,0%,0%,4.5,6.75,400%,500%,250%,5.625,13,0.00%,0%,0,0.50,210,1600,Link,https://www.facebook.com/17353926534/posts/10159385967411535,Belajar di rumah,Berbagai penyesuaian kebijakan pendidikan di masa pandemi Covid-19 telah dilakukan Kementerian Pendidikan dan Kebudayaan.,2020-10-28 20:57:03 EDT
Kompas.com,Portal Berita,51,0,3,2,0,2,0,0,0,4,200%,0%,0%,200%,0%,0%,1,1.5,0%,200%,100%,2.25,4,200.00%,100%,2.5,1.00,177,-4560,Link,https://www.facebook.com/17353926534/posts/10159677598311535,UN 2021 ditiadakan,"SE itu ditandatangani oleh Mendikbud Nadiem Makarim pada 1 Februari 2021. Pembuatan SE itu ditujukan kepada gubernur, bupati, dan wali kota.",2021-02-05 11:08:03 EST
